lat,lon,flood_heig,elevation,precipitat,elevation_bin,precip_bin,flood_risk_index
14.60261017,121.0204244,0,11.979719162,8.0,Low,Low,1.2505023507656734
14.5941725,121.1182219,0,11.2683496475,14.0,Low,Moderate,1.5439629094422491
14.62135864,121.1013433,0,14.1923522949,13.0,Low,Moderate,1.4645036969193974
14.55965696,121.0907994,0,5.83388900757,11.0,Low,Moderate,1.46028290963334
14.64150856,121.0377289,0,42.092086792,8.0,High,Low,0.9226015700205815
14.68469116,121.0895361,0,85.5306625366,14.0,Very High,Moderate,0.7353028042165018
14.75613983,121.037394,0,60.4725227356,14.0,Very High,Moderate,1.0081668880284183
14.54395405,121.0505341,0,42.4180297852,8.0,High,Low,0.9190522987290677
14.70171624,120.9485109,0,3.13173103333,10.0,Very Low,Low,1.4420883071571295
14.70213523,120.9483741,0,3.17164707184,10.0,Very Low,Low,1.4416536518569383
14.70240245,120.9494229,0,3.35976457596,10.0,Very Low,Low,1.4396051953147397
14.70225587,120.9502034,0,3.5822095871,10.0,Very Low,Low,1.437182938329773
14.40646029,120.9109144,0,14.4762706757,6.0,Low,Low,1.1280787083606723
14.52146931,121.0807894,0,3.08840608597,10.0,Very Low,Low,1.4425600828819625
14.52239367,121.0762565,0,5.66436958313,10.0,Low,Low,1.41450979961403
14.6261752,121.0418545,0,36.0956459045,9.0,High,Low,1.035517298155184
14.62359287,120.9891276,0,7.00798654556,8.0,Low,Low,1.3046407375779532
14.61763394,121.0016267,0,13.2469062805,8.0,Low,Low,1.2367036468373807
14.60441781,121.0173552,0,13.3461523056,8.0,Low,Low,1.2356229331081914
14.60284491,121.0159497,0,13.7398319244,8.0,Low,Low,1.2313360614827484
14.6011474,120.9993844,0,7.24220514297,8.0,Low,Low,1.3020902751932137
14.60059714,120.9961872,0,7.57638406754,8.0,Low,Low,1.2984513208731325
14.60157308,120.992754,0,8.39457607269,8.0,Low,Low,1.289541832234292
14.60047255,120.9910373,0,9.28423786163,8.0,Low,Low,1.279854092008184
14.60307851,120.9850936,0,11.6575689316,8.0,Low,Low,1.2540103217549798
14.60989435,120.9862576,0,9.33220100403,8.0,Low,Low,1.2793318098670654
14.60935449,120.9870301,0,9.38077640533,8.0,Low,Low,1.2788028606921953
14.73695808,121.0482261,1,70.0247039795,14.0,Very High,Moderate,1.9041508994426204
14.75731464,121.0731063,1,90.1704330444,16.0,Very High,High,1.7800173275229778
14.65751742,121.0685528,1,70.8740692139,11.0,Very High,Moderate,1.7520448151897159
14.532866,121.01709,1,10.0969753265,7.0,Low,Low,2.2233849515453525
14.577561,121.032944,1,5.64391040802,8.0,Low,Low,2.319494489232124
14.579244,120.980759,1,9.51047039032,8.0,Low,Low,2.277390591837793
14.760815,120.949219,1,6.7851190567,11.0,Low,Moderate,2.449924737881107
14.658828,120.973549,1,14.1883134842,9.0,Low,Low,2.274071486019907
14.655185,121.029991,1,36.1938705444,9.0,High,Low,2.034447706533981
14.624199,121.019363,1,13.40828228,8.0,Low,Low,2.234946384941546
14.634741,121.082733,1,30.0755195618,11.0,High,Moderate,2.196309990501372
14.573636,121.047447,1,30.9956569672,8.0,High,Low,2.0434332511338957
14.637704,121.08194,1,39.7106704712,11.0,High,Moderate,2.0913905253630194
14.579095,120.989761,1,8.53516197205,8.0,Low,Low,2.2880109587165296
14.587903,121.018181,1,8.4221944809,8.0,Low,Low,2.289241088774785
14.650555,121.068382,1,68.5467300415,11.0,Very High,Moderate,1.7773877686587185
14.621697,121.013741,1,10.7800016403,8.0,Low,Low,2.2635663621005735
14.556985,121.106209,1,7.04073143005,12.0,Low,Moderate,2.4947603611670224
14.632706,121.029381,1,31.8875522614,8.0,High,Low,2.0337211897342566
14.417307,120.976433,1,22.2592048645,7.0,Moderate,Low,2.0909475221770255
14.647015,121.054626,1,56.5746536255,9.0,Very High,Low,1.8125164799162807
14.436197,120.978432,1,15.22909832,7.0,Moderate,Low,2.167500035515969
14.691085,121.07148,1,63.8414802551,13.0,Very High,Moderate,1.9238624553704162
14.651697,121.054787,1,53.6475830078,9.0,Very High,Low,1.844390052683227
14.642209,120.994675,1,22.5617465973,8.0,Moderate,Low,2.135272120431877
14.562364,121.09864,1,6.51424074173,11.0,Low,Moderate,2.4528743967075717
14.561425,121.100044,1,6.76358890533,12.0,Low,Moderate,2.497778232473257
14.561882,121.096497,1,6.46070623398,11.0,Low,Moderate,2.453457346779905
14.560345,121.10215,1,6.87873268127,12.0,Low,Moderate,2.496524404328868
14.56834,121.086136,1,7.70329856873,11.0,Low,Moderate,2.4399264613404466
14.622787,120.98745,1,6.55462884903,8.0,Low,Low,2.309577458080159
14.529148,121.061737,1,6.81551027298,9.0,Low,Low,2.3543557054125537
14.530374,121.058411,1,6.59900331497,9.0,Low,Low,2.356713301515276
14.64822,121.06987,1,65.7300643921,11.0,Very High,Moderate,1.8080591152922527
14.384552,121.051956,1,7.16013526917,11.0,Low,Moderate,2.4458410965556583
14.394217,121.044861,1,15.4823799133,10.0,Moderate,Low,2.307599134461988
14.395953,121.044983,1,16.4807796478,10.0,Moderate,Low,2.2967273207122085
14.398239,121.045837,1,13.6267271042,10.0,Low,Low,2.3278057821880047
14.398566,121.046051,1,13.0061912537,10.0,Low,Low,2.334562945635244
14.439605,121.024765,1,35.3932952881,8.0,High,Low,1.995546314557675
14.634455,121.122551,1,19.6306285858,15.0,Moderate,Moderate,2.500523099572288
14.697852,121.010452,1,24.706911087,10.0,Moderate,Low,2.207151005937872
14.561508,121.095451,1,6.14814472198,11.0,Low,Moderate,2.456860903918785
14.573107,121.024048,1,8.81969451904,8.0,Low,Low,2.284912615688449
14.626929,121.07119,1,55.3435516357,10.0,Very High,Low,1.8735412918575625
14.646795,121.015694,1,22.3368930817,8.0,Moderate,Low,2.1377206041985626
14.673514,121.060326,1,53.8274345398,11.0,Very High,Moderate,1.93766970152861
14.673639,121.060295,1,53.8274345398,11.0,Very High,Moderate,1.93766970152861
14.630033,121.056915,1,44.7135810852,9.0,High,Low,1.941674538632454
14.630656,121.061249,1,47.0564079285,9.0,High,Low,1.916162936206902
14.631175,121.055046,1,43.5621109009,9.0,High,Low,1.9542131731588375
14.398914,121.046463,1,10.5799646378,10.0,Low,Low,2.3609827081525405
14.40649,121.046753,1,10.3428487778,10.0,Low,Low,2.3635647195232967
14.405944,121.046822,1,10.3428487778,10.0,Low,Low,2.3635647195232967
14.406526,121.046745,1,10.3428487778,10.0,Low,Low,2.3635647195232967
14.413447,121.045898,1,19.7456321716,10.0,Moderate,Low,2.2611755598966607
14.413868,121.045853,1,20.4946727753,10.0,Moderate,Low,2.253019077424711
14.643273,121.116173,1,21.8672580719,14.0,Moderate,Moderate,2.4285488579764296
14.627425,121.007721,1,14.3643503189,8.0,Low,Low,2.2245355311603765
14.443823,121.004662,1,22.6726150513,7.0,Moderate,Low,2.0864457996726604
14.650815,121.04908,1,49.8133583069,9.0,High,Low,1.886141843456553
14.65808,121.066589,1,68.6190872192,10.0,Very High,Low,1.7289808064076544
14.454774,120.990021,1,13.3471956253,6.0,Low,Low,2.140373476912087
14.420466,120.9254,1,12.305521965,6.0,Low,Low,2.151716510800717
14.6475972,121.0599171,1,61.5730361938,10.0,Very High,Low,1.8057069430166082
14.699569,121.057083,1,56.9978713989,12.0,Very High,Moderate,1.9507651031103996
14.65384693,121.0662042,1,66.5237350464,10.0,Very High,Low,1.751797597894769
14.64546504,121.0687576,1,61.6553039551,11.0,Very High,Moderate,1.8524301572859874
14.651707,121.101654,1,14.5431156158,14.0,Low,Moderate,2.5083031987560247
14.656518,121.035606,1,41.1672744751,9.0,High,Low,1.9802911203805718
14.55924014,121.0268114,1,35.7655143738,8.0,High,Low,1.9914931318153237
14.47374798,121.0342896,1,26.4146213531,8.0,Moderate,Low,2.0933172447454753
14.5020619,120.9945819,1,6.40709257126,6.0,Low,Low,2.21594592069442
14.56555891,121.0784492,1,9.16530609131,10.0,Low,Low,2.3763872637684083
14.65894332,120.9896038,1,25.1836967468,9.0,Moderate,Low,2.1543401251153558
14.41341072,121.0137265,1,47.6179733276,9.0,High,Low,1.9100479161238957
14.41744718,120.9659277,1,23.2471199036,7.0,Moderate,Low,2.080189878785744
14.64874797,121.0706492,1,67.3440933228,11.0,Very High,Moderate,1.7904835678286775
14.6532107,121.0661109,1,66.7863616943,10.0,Very High,Low,1.748937793446676
14.70417296,121.053848,1,48.0190315247,12.0,High,Moderate,2.048537840249878
14.65877999,121.0199918,1,24.3526935577,9.0,Moderate,Low,2.1633891178035323
14.65748498,121.069201,1,71.9700775146,11.0,Very High,Moderate,1.740110118392756
14.65620995,121.0645251,1,65.6875839233,10.0,Very High,Low,1.7609026476688103
14.68422139,121.0223508,1,31.5029659271,10.0,High,Low,2.1331471376457243
14.74900935,120.9698305,1,10.5571613312,11.0,Low,Moderate,2.408850066436813
14.58819387,120.9691451,1,8.05892944336,8.0,Low,Low,2.2931967687429085
14.64719069,121.0689489,1,64.2639007568,11.0,Very High,Moderate,1.8240245221517242
14.65405966,121.0623345,1,61.3909492493,10.0,Very High,Low,1.8076897313512443
14.71596886,121.1105927,1,51.4494934082,18.0,Very High,High,2.296897005179996
14.57064577,121.1334611,1,17.9200210571,15.0,Moderate,Moderate,2.5191503145127148
14.60034911,121.1180279,1,11.49376297,14.0,Low,Moderate,2.5415083298041985
14.60033873,121.1187575,1,11.7881402969,14.0,Low,Moderate,2.5383027846106017
14.60031796,121.1195192,1,11.7881402969,14.0,Low,Moderate,2.5383027846106017
14.60113817,121.1200879,1,12.314997673,14.0,Low,Moderate,2.532565708499974
14.60032834,121.12012,1,12.1596851349,14.0,Low,Moderate,2.5342569439128866
14.59998572,121.1201415,1,12.0274057388,14.0,Low,Moderate,2.535697365927875
14.60077478,121.1180172,1,11.49376297,14.0,Low,Moderate,2.5415083298041985
14.60073326,121.1191115,1,11.7881402969,14.0,Low,Moderate,2.5383027846106017
14.60145483,121.1170355,1,11.2466783524,14.0,Low,Moderate,2.54419889336322
14.60075402,121.1200986,1,12.1596851349,14.0,Low,Moderate,2.5342569439128866
14.60120046,121.1156569,1,10.8918571472,13.0,Low,Moderate,2.50044357880029
14.60142368,121.1186234,1,11.5085411072,14.0,Low,Moderate,2.5413474071299875
14.60159499,121.1200771,1,12.314997673,14.0,Low,Moderate,2.532565708499974
14.60146002,121.1193315,1,11.8761482239,14.0,Low,Moderate,2.537344445222293
14.60084746,121.1164186,1,11.1834335327,13.0,Low,Moderate,2.49726853372821
14.60078517,121.117234,1,11.3166399002,14.0,Low,Moderate,2.5434370653187557
14.59943805,121.114466,1,11.4847784042,13.0,Low,Moderate,2.4939871172732673
14.59826484,121.1138651,1,11.8497028351,13.0,Low,Moderate,2.4900133677735483
14.60143925,121.1178563,1,11.5085411072,14.0,Low,Moderate,2.5413474071299875
14.6013562,121.1160431,1,11.0288858414,13.0,Low,Moderate,2.498951440541195
14.64548575,121.0835615,1,34.1974449158,12.0,High,Moderate,2.199044406053061
14.58245435,120.9848321,1,10.0827713013,8.0,Low,Low,2.271158670195587
14.53430285,120.9983427,1,7.59381866455,7.0,Low,Low,2.2506424237529834
14.71080421,120.9440933,1,3.35215806961,10.0,Very Low,Low,2.439688024383565
14.59866341,121.0253803,1,12.0853033066,8.0,Low,Low,2.2493526197357507
14.70754576,120.9460567,1,3.19200229645,10.0,Very Low,Low,2.441431998942632
14.5790056,121.1149588,1,9.24341487885,13.0,Low,Moderate,2.5183938613369135
14.62132455,120.9923838,1,8.29922103882,8.0,Low,Low,2.2905801760283815
14.62073281,120.9929632,1,8.51893138885,8.0,Low,Low,2.288187697422985
14.55944943,121.0031964,1,6.90905666351,7.0,Low,Low,2.2580989611307314
14.60017146,121.1156581,1,11.1554889679,13.0,Low,Moderate,2.4975728287849157
14.71021271,120.9431438,1,3.22769999504,10.0,Very Low,Low,2.441043278155801
14.71101175,120.943573,1,3.35215806961,10.0,Very Low,Low,2.439688024383565
14.71107401,120.9431116,1,3.29370903969,10.0,Very Low,Low,2.4403244898644614
14.71071124,120.9437409,1,3.35215806961,10.0,Very Low,Low,2.439688024383565
14.71005229,120.9427431,1,3.22769999504,10.0,Very Low,Low,2.441043278155801
14.44534697,120.9528695,1,8.76666641235,6.0,Low,Low,2.1902519562002998
14.67521809,120.9632765,1,5.95924901962,9.0,Low,Low,2.363679739209843
14.68611429,121.0899438,1,89.5149230957,14.0,Very High,Moderate,1.6919172370610585
14.66305765,121.0743763,1,73.9762191772,11.0,Very High,Moderate,1.7182647615103424
14.5008613,120.9932555,1,6.35246324539,6.0,Low,Low,2.216540792503387
14.71165513,120.9413092,1,3.17821097374,10.0,Very Low,Low,2.441582175957594
14.53667887,121.0190075,1,11.9974269867,7.0,Low,Low,2.20269047840379
14.59924223,121.0251282,1,12.1864404678,8.0,Low,Low,2.2482513129727852
14.56606787,121.0116206,1,10.0914306641,7.0,Low,Low,2.223445328701751
14.56237114,121.0100971,1,11.7875843048,7.0,Low,Low,2.2049755056083633
14.56350301,121.0078011,1,7.75361633301,7.0,Low,Low,2.248902348681733
14.61882522,121.0148554,1,10.323764801,8.0,Low,Low,2.2685344342777376
14.59962768,120.9772669,1,13.3481416702,8.0,Low,Low,2.2356012704407604
14.58241427,120.9849326,1,10.0827713013,8.0,Low,Low,2.271158670195587
14.6849688,121.0262892,1,36.5908317566,10.0,High,Low,2.0777441484713615
14.6083111,120.9911017,1,7.87695741653,8.0,Low,Low,2.295178305711522
14.57978989,120.995125,1,7.62529563904,8.0,Low,Low,2.2979187110604675
14.5794148,120.99575,1,7.62529563904,8.0,Low,Low,2.2979187110604675
14.57939922,120.9953959,1,7.62529563904,8.0,Low,Low,2.2979187110604675
14.58072829,120.9950499,1,7.52054834366,8.0,Low,Low,2.2990593294388715
14.58111766,120.9949882,1,7.39701509476,8.0,Low,Low,2.300404512562962
14.58131754,120.99494,1,7.39701509476,8.0,Low,Low,2.300404512562962
14.58287373,120.9840824,1,9.98565483093,8.0,Low,Low,2.2722161946934545
14.58326829,120.9841092,1,9.88642787933,8.0,Low,Low,2.2732967007267355
14.58253368,120.9848897,1,10.0827713013,8.0,Low,Low,2.271158670195587
14.68295018,121.0332714,1,43.6540641785,10.0,High,Low,2.0008309195222815
14.583572,120.9842889,1,9.88642787933,8.0,Low,Low,2.2732967007267355
14.43171314,121.0121263,1,35.925491333,8.0,High,Low,1.9897511044042795
14.58293907,121.1260032,1,15.5837593079,14.0,Moderate,Moderate,2.496971380437724
14.57480324,120.9834628,1,11.9547481537,8.0,Low,Low,2.2507742660537096
14.62439742,121.1123215,1,13.0297193527,14.0,Low,Moderate,2.524782933008233
14.52983515,120.9970938,1,7.94454956055,6.0,Low,Low,2.1992041834340146
14.61157102,121.1156367,1,11.466676712,13.0,Low,Moderate,2.4941842309336115
14.44463138,120.9525745,1,9.04546451569,6.0,Low,Low,2.1872160569020873
14.63642097,121.0731489,1,54.5384407043,10.0,Very High,Low,1.8823083375524172
14.56679452,121.0037063,1,7.54310750961,7.0,Low,Low,2.25119462966059
14.55587032,121.0039638,1,7.40022945404,7.0,Low,Low,2.2527504630161204
14.63931944,121.0223868,1,21.7427330017,8.0,Moderate,Low,2.144190555565836
14.63948863,121.0224165,1,21.7427330017,8.0,Moderate,Low,2.144190555565836
14.62939074,121.0920762,1,11.1982831955,12.0,Low,Moderate,2.4494877845755685
14.55610206,121.0688087,1,7.94906806946,9.0,Low,Low,2.342012123165797
14.64236356,121.1012775,1,14.6665706635,13.0,Low,Moderate,2.4593398195644767
14.64832488,121.0488926,1,51.6779670715,9.0,Very High,Low,1.8658376721868266
14.65356287,121.0530634,1,50.9938697815,9.0,Very High,Low,1.8732869713669122
14.61151133,121.1156206,1,11.3430404663,13.0,Low,Moderate,2.4955305356145177
14.55684275,121.0663826,1,8.79203701019,9.0,Low,Low,2.332832832543234
14.55187779,121.064351,1,12.9322805405,9.0,Low,Low,2.287748729468226
14.55588739,121.0656947,1,10.8343906403,9.0,Low,Low,2.3105931548765914
14.55281446,121.0645065,1,12.1064348221,9.0,Low,Low,2.296741561223128
14.56158194,121.009735,1,11.2770986557,7.0,Low,Low,2.210534306063904
14.58061018,120.9823845,1,9.59572124481,8.0,Low,Low,2.276462274872155
14.67363342,121.1074556,1,18.101858139,14.0,Moderate,Moderate,2.4695511993727055
14.51267731,120.9858821,1,6.48961162567,6.0,Low,Low,2.2150473509539115
14.57581563,121.0842522,1,7.03089427948,11.0,Low,Moderate,2.447248432635781
14.55304683,121.0686907,1,7.2575340271,9.0,Low,Low,2.3495424029228675
14.55328825,120.994818,1,9.71769714355,7.0,Low,Low,2.227515002487776
14.68740769,120.9933762,1,22.4500465393,10.0,Moderate,Low,2.2317265443452037
14.70565968,121.0693525,1,57.4708175659,13.0,Very High,Moderate,1.9932341266823443
14.70429579,121.0689287,1,57.6620292664,13.0,Very High,Moderate,1.9911519766949393
14.70565523,121.0693257,1,57.4708175659,13.0,Very High,Moderate,1.9932341266823443
14.55948433,121.0034587,1,6.69210004807,7.0,Low,Low,2.2604614536608674
14.65483311,121.0352348,1,40.4973678589,9.0,High,Low,1.9875858939160622
14.58166408,121.1095803,1,9.94170665741,13.0,Low,Moderate,2.5107899949723973
14.58677258,121.1119621,1,11.2700233459,13.0,Low,Moderate,2.4963256365206004
14.57192956,121.0224862,1,8.60610294342,8.0,Low,Low,2.287238465494314
14.47194679,121.0086514,1,13.6582450867,7.0,Low,Low,2.1846054324732593
14.47236493,121.0089679,1,13.6582450867,7.0,Low,Low,2.1846054324732593
14.58170042,121.1106075,1,10.0121431351,13.0,Low,Moderate,2.510022995302651
14.60329335,120.9780593,1,14.1144304276,8.0,Low,Low,2.22725696869355
14.55290577,121.0018681,1,8.2965669632,7.0,Low,Low,2.2429900292742095
14.58477904,121.0187607,1,7.51300859451,8.0,Low,Low,2.2991414315725622
14.58378225,121.0160355,1,7.95878601074,8.0,Low,Low,2.2942872545574438
14.55222039,121.1033253,1,6.48910522461,12.0,Low,Moderate,2.500767150990584
14.55442192,121.1051385,1,7.08206510544,12.0,Low,Moderate,2.4943102688794285
14.56714047,121.1314404,1,11.8085231781,14.0,Low,Moderate,2.538080830537065
14.58220642,121.1109657,1,10.3561315536,13.0,Low,Moderate,2.5062772230545383
14.55285904,121.0018359,1,8.2965669632,7.0,Low,Low,2.2429900292742095
14.58264904,121.0897694,1,8.70037174225,11.0,Low,Moderate,2.429069092830789
14.5819029,121.1122195,1,10.0080718994,13.0,Low,Moderate,2.5100673279629397
14.58132143,121.1112647,1,10.0699720383,13.0,Low,Moderate,2.5093932825300818
14.58214171,121.1103527,1,10.3561315536,13.0,Low,Moderate,2.5062772230545383
14.53403284,121.0672773,1,7.01743602753,9.0,Low,Low,2.352156887525397
14.58360055,120.9881996,1,8.46084022522,8.0,Low,Low,2.2888202660121677
14.55454134,121.105219,1,7.08206510544,12.0,Low,Moderate,2.4943102688794285
14.55804609,121.0101615,1,15.4396781921,7.0,Moderate,Low,2.1652069808708068
14.55522672,121.0837935,1,6.70813179016,11.0,Low,Moderate,2.4507630706590566
14.55636901,121.0842548,1,6.53900527954,11.0,Low,Moderate,2.452604729726135
14.55687785,121.084448,1,6.59171915054,11.0,Low,Moderate,2.4520307157638532
14.55705438,121.0806714,1,6.29104042053,10.0,Low,Low,2.407685830825574
14.55498788,121.0847269,1,6.74731445313,11.0,Low,Moderate,2.4503364012607083
14.55466596,121.0861968,1,6.66871118546,11.0,Low,Moderate,2.451192331061872
14.5847375,120.9832536,1,9.62166404724,8.0,Low,Low,2.2761797774851664
14.61107402,120.9659236,1,7.64090824127,8.0,Low,Low,2.2977487016967544
14.53678662,121.0625979,1,7.49671363831,9.0,Low,Low,2.3469379188710744
14.53822793,121.0803415,1,5.68784618378,10.0,Low,Low,2.4142541572886915
14.6147738,120.9911339,1,7.44258785248,8.0,Low,Low,2.2999082598929395
14.56720277,121.1314618,1,11.8085231781,14.0,Low,Moderate,2.538080830537065
14.57068351,121.0337971,1,8.82038974762,8.0,Low,Low,2.284905045177987
14.57278102,121.0333733,1,8.68872451782,8.0,Low,Low,2.2863387793890886
14.5724176,121.032515,1,9.50553131104,8.0,Low,Low,2.277444374654607
14.57452547,121.0309701,1,5.42101669312,8.0,Low,Low,2.3219216322597642
14.5659848,121.0115616,1,10.0914306641,7.0,Low,Low,2.223445328701751
14.57423993,121.0322361,1,7.59836864471,8.0,Low,Low,2.2982119255486944
14.57141037,121.0328047,1,9.11374187469,8.0,Low,Low,2.2817106636307964
14.57458778,121.0310613,1,6.16145896912,8.0,Low,Low,2.313858779036785
14.63316939,121.0543965,1,44.0191040039,9.0,High,Low,1.9492368658451762
14.63226626,121.054654,1,43.5070915222,9.0,High,Low,1.9548122923464588
14.57350269,121.0299616,1,6.97464370728,8.0,Low,Low,2.305003815727058
14.39638155,121.0503913,1,5.46506690979,11.0,Low,Moderate,2.4642991017609104
14.5532567,121.0690555,1,7.2575340271,9.0,Low,Low,2.3495424029228675
14.57872041,121.0041426,1,6.3526763916,8.0,Low,Low,2.3117765667413694
14.54056436,121.0141656,1,12.457157135,7.0,Low,Low,2.1976843667485433
14.54020087,121.0121378,1,11.2346830368,7.0,Low,Low,2.2109961798934212
14.54045012,121.0135326,1,12.1674489975,7.0,Low,Low,2.2008390680208474
14.54087591,121.0149595,1,12.4907159805,7.0,Low,Low,2.1973189364451025
14.54744599,121.0042016,1,8.8230638504,7.0,Low,Low,2.2372568786135236
14.54311286,121.0018788,1,9.54775905609,7.0,Low,Low,2.229365499009376
14.53786834,121.0013531,1,8.07418060303,7.0,Low,Low,2.2454116475947212
14.59583677,121.0993932,1,10.6814889908,12.0,Low,Moderate,2.455115280403457
14.63285797,121.0544716,1,44.0191040039,9.0,High,Low,1.9492368658451762
14.55259942,121.0061596,1,7.41759490967,7.0,Low,Low,2.252561366412059
14.57298298,121.0821837,1,8.22222423553,10.0,Low,Low,2.38665670789238
14.59498021,121.0173552,1,10.850941658,8.0,Low,Low,2.2627938792630986
14.62046692,121.1223484,1,14.2806777954,14.0,Low,Moderate,2.51116094701626
14.6235202,121.1149917,1,13.527882576,14.0,Low,Moderate,2.519358314397512
14.62867964,121.1236082,1,23.7076339722,15.0,Moderate,Moderate,2.456127611787042
14.57867887,121.004089,1,6.3526763916,8.0,Low,Low,2.3117765667413694
14.56240749,121.0835199,1,7.08878087997,11.0,Low,Moderate,2.446618091583607
14.5608187,121.0840242,1,6.97036027908,11.0,Low,Moderate,2.447907601859426
14.58389647,120.9891115,1,8.46084022522,8.0,Low,Low,2.2888202660121677
14.50973272,121.0655116,1,7.48613882065,9.0,Low,Low,2.347053070592439
14.62768306,120.9925608,1,10.4241256714,8.0,Low,Low,2.267441580731156
14.62832668,120.9904955,1,9.96771335602,8.0,Low,Low,2.2724115637093685
14.58434814,121.10862,1,10.9831695557,13.0,Low,Moderate,2.499449256121756
14.58547989,121.1112915,1,11.1569032669,13.0,Low,Moderate,2.4975574281444874
14.60517052,120.9819983,1,12.0515298843,8.0,Low,Low,2.2497203866173416
14.53366874,121.0114302,1,8.1608171463,7.0,Low,Low,2.244468241532191
14.5166605,121.0725497,1,6.79168653488,9.0,Low,Low,2.3546151278006984
14.53149032,121.0717721,1,5.48900985718,9.0,Low,Low,2.36880028603617
14.55481806,121.0992427,1,6.11195421219,11.0,Low,Moderate,2.457254991044763
14.5547921,121.0995082,1,6.11195421219,11.0,Low,Moderate,2.457254991044763
14.55510025,121.1011629,1,6.31000804901,12.0,Low,Moderate,2.5027173830158453
14.55511064,121.1011522,1,6.31000804901,12.0,Low,Moderate,2.5027173830158453
14.55475757,121.0986094,1,6.07212543488,11.0,Low,Moderate,2.457688696136855
14.56171509,121.0963993,1,6.46070623398,11.0,Low,Moderate,2.453457346779905
14.57532859,120.989304,1,8.45353317261,8.0,Low,Low,2.2888998342575215
14.54800367,121.0743958,1,6.29007720947,9.0,Low,Low,2.3600772718423744
14.59994305,121.1361234,1,36.1526107788,16.0,High,High,2.3682303273335092
14.58980887,120.9821059,1,9.31884765625,8.0,Low,Low,2.2794772176681533
14.60889509,121.0991009,1,11.6518144608,12.0,Low,Moderate,2.4445491740414695
14.57830732,121.0307997,1,7.86180067062,8.0,Low,Low,2.2953433511466237
14.58882614,121.1039429,1,11.540561676,12.0,Low,Moderate,2.445760632251738
14.58995236,121.0813366,1,12.7242593765,10.0,Low,Low,2.3376329693473186
14.58961621,121.0973708,1,10.071554184,12.0,Low,Moderate,2.4617570065477032
14.58945268,121.0995568,1,10.2837648392,12.0,Low,Moderate,2.459446193914917
14.56313957,121.0901664,1,5.99766731262,11.0,Low,Moderate,2.458499488457202
14.41776106,121.0029609,1,38.2102088928,8.0,High,Low,1.964872267879513
14.41808318,121.0024754,1,37.210849762,8.0,High,Low,1.9757545287253053
14.34886984,121.0859634,1,7.66844654083,14.0,Low,Moderate,2.5831631162738025
14.61588178,120.9658912,1,6.93131017685,8.0,Low,Low,2.3054756849149953
14.51761085,121.0730673,1,6.37750959396,9.0,Low,Low,2.3591251996742555
14.516889,121.0726382,1,6.79168653488,9.0,Low,Low,2.3546151278006984
14.51609445,121.0721393,1,5.91160917282,9.0,Low,Low,2.3641985009077686
14.51565822,121.0718657,1,6.09927892685,9.0,Low,Low,2.362154920023502
14.51525834,121.0716082,1,5.17410612106,9.0,Low,Low,2.3722293482142773
14.51703311,121.0758193,1,5.02722883224,10.0,Low,Low,2.4214477777972268
14.51819378,121.0733329,1,6.37750959396,9.0,Low,Low,2.3591251996742555
14.51668776,121.0766079,1,5.02722883224,10.0,Low,Low,2.4214477777972268
14.57477978,120.9891417,1,8.81983089447,8.0,Low,Low,2.2849111306637404
14.57471748,120.9890398,1,8.81983089447,8.0,Low,Low,2.2849111306637404
14.5718531,121.0147334,1,7.91145038605,7.0,Low,Low,2.247183655888928
14.61633346,120.9914003,1,7.43366098404,8.0,Low,Low,2.3000054667006884
14.61409102,120.9903704,1,7.45807218552,8.0,Low,Low,2.299739647283147
14.61445438,120.9905742,1,7.4082198143,8.0,Low,Low,2.300282501689213
14.61481774,120.9907029,1,7.4082198143,8.0,Low,Low,2.300282501689213
14.55343049,121.0646567,1,12.1064348221,9.0,Low,Low,2.296741561223128
14.60675782,120.9918582,1,8.28561019897,8.0,Low,Low,2.290728387722269
14.59873349,121.0253321,1,12.0853033066,8.0,Low,Low,2.2493526197357507
14.59417036,121.0233794,1,9.99384117126,8.0,Low,Low,2.2721270516735954
14.56458426,120.9993951,1,9.03858661652,7.0,Low,Low,2.234909999611931
14.47686176,121.0023938,1,9.66548252106,6.0,Low,Low,2.180464532394453
14.47887965,120.997995,1,8.9054851532,6.0,Low,Low,2.1887403256946527
14.55904299,121.0852902,1,6.5030798912,11.0,Low,Moderate,2.452995929881168
14.45156769,120.9678791,1,9.01999664307,6.0,Low,Low,2.187493382664665
14.46634776,120.9706862,1,7.77058267593,6.0,Low,Low,2.2010985504924805
14.57541846,121.0968183,1,6.55415010452,11.0,Low,Moderate,2.4524398141008943
14.57281737,121.0938357,1,6.5721373558,11.0,Low,Moderate,2.4522439466151273
14.57511215,121.0938089,1,7.39972543716,11.0,Low,Moderate,2.4432321418527905
14.57111444,121.0948978,1,5.64820671082,11.0,Low,Moderate,2.46230484861944
14.57537693,121.0895602,1,7.45496368408,11.0,Low,Moderate,2.4426306393567194
14.57568324,121.0909067,1,7.57195329666,11.0,Low,Moderate,2.4413567114552204
14.57473834,121.0909174,1,7.39151763916,11.0,Low,Moderate,2.443321518530356
14.62347868,120.978152,1,5.91423511505,8.0,Low,Low,2.316550858775065
14.6395055,121.1218192,1,22.3938350677,15.0,Moderate,Moderate,2.4704338826130665
14.64822585,121.0694436,1,65.7300643921,11.0,Very High,Moderate,1.8080591152922527
